date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-08-02,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.03,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-03,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.04,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-04,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.04,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-05,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.04,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-06,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.04,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-07,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.03,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-08,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.05,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-09,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.06,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-10,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.06,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-11,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.08,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
