date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-07-07,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.3,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-08,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.74,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-09,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.15,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-10,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.69,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-11,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.79,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-12,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.75,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-13,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.94,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-14,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.28,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-15,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.26,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-16,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.25,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-17,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.24,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-18,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.16,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
